country,iso3,region,subregion,year,emigrants,immigrants,net_migration
Gabon,GAB,Africa,Sub-Saharan Africa,1990,14265,128188,113923
Gabon,GAB,Africa,Sub-Saharan Africa,1995,16602,171427,154825
Gabon,GAB,Africa,Sub-Saharan Africa,2000,19695,214431,194736
Gabon,GAB,Africa,Sub-Saharan Africa,2005,39376,233824,194448
Gabon,GAB,Africa,Sub-Saharan Africa,2010,36042,270829,234787
Gabon,GAB,Africa,Sub-Saharan Africa,2015,43401,378686,335285
Gabon,GAB,Africa,Sub-Saharan Africa,2020,54053,416651,362598
Gabon,GAB,Africa,Sub-Saharan Africa,2024,61160,449746,388586
Gambia,GMB,Africa,Sub-Saharan Africa,1990,14218,118123,103905
Gambia,GMB,Africa,Sub-Saharan Africa,1995,16789,150890,134101
Gambia,GMB,Africa,Sub-Saharan Africa,2000,19940,182514,162574
Gambia,GMB,Africa,Sub-Saharan Africa,2005,27073,181839,154766
Gambia,GMB,Africa,Sub-Saharan Africa,2010,34151,185837,151686
Gambia,GMB,Africa,Sub-Saharan Africa,2015,38925,192540,153615
Gambia,GMB,Africa,Sub-Saharan Africa,2020,61390,215659,154269
Gambia,GMB,Africa,Sub-Saharan Africa,2024,72452,236137,163685
Georgia,GEO,Asia,Western Asia,1990,1057640,304470,-753170
Georgia,GEO,Asia,Western Asia,1995,1031233,152235,-878998
Georgia,GEO,Asia,Western Asia,2000,979681,76117,-903564
Georgia,GEO,Asia,Western Asia,2005,879847,71296,-808551
Georgia,GEO,Asia,Western Asia,2010,780487,73078,-707409
Georgia,GEO,Asia,Western Asia,2015,637894,76685,-561209
Georgia,GEO,Asia,Western Asia,2020,545396,79368,-466028
Georgia,GEO,Asia,Western Asia,2024,496486,81582,-414904
Germany,DEU,Europe,Western Europe,1990,3870620,6960112,3089492
Germany,DEU,Europe,Western Europe,1995,4825017,9637208,4812191
Germany,DEU,Europe,Western Europe,2000,4107120,10397459,6290339
Germany,DEU,Europe,Western Europe,2005,4078804,11210590,7131786
Germany,DEU,Europe,Western Europe,2010,4260810,11665950,7405140
Germany,DEU,Europe,Western Europe,2015,4207460,12646813,8439353
Germany,DEU,Europe,Western Europe,2020,4204441,15021300,10816859
Germany,DEU,Europe,Western Europe,2024,4297233,16750084,12452851
Ghana,GHA,Africa,Sub-Saharan Africa,1990,344686,164851,-179835
Ghana,GHA,Africa,Sub-Saharan Africa,1995,361700,252879,-108821
Ghana,GHA,Africa,Sub-Saharan Africa,2000,445447,191601,-253846
Ghana,GHA,Africa,Sub-Saharan Africa,2005,606700,309932,-296768
Ghana,GHA,Africa,Sub-Saharan Africa,2010,718300,337766,-380534
Ghana,GHA,Africa,Sub-Saharan Africa,2015,846131,414744,-431387
Ghana,GHA,Africa,Sub-Saharan Africa,2020,963019,476412,-486607
Ghana,GHA,Africa,Sub-Saharan Africa,2024,1055494,532286,-523208
Gibraltar,GIB,Europe,Southern Europe,1990,477,8709,8232
Gibraltar,GIB,Europe,Southern Europe,1995,486,8381,7895
Gibraltar,GIB,Europe,Southern Europe,2000,502,8054,7552
Gibraltar,GIB,Europe,Southern Europe,2005,510,9211,8701
Gibraltar,GIB,Europe,Southern Europe,2010,511,10369,9858
Gibraltar,GIB,Europe,Southern Europe,2015,517,11065,10548
Gibraltar,GIB,Europe,Southern Europe,2020,494,11190,10696
Gibraltar,GIB,Europe,Southern Europe,2024,474,11291,10817
Greece,GRC,Europe,Southern Europe,1990,878261,618139,-260122
Greece,GRC,Europe,Southern Europe,1995,854601,857850,3249
Greece,GRC,Europe,Southern Europe,2000,857066,1111665,254599
Greece,GRC,Europe,Southern Europe,2005,768388,1190707,422319
Greece,GRC,Europe,Southern Europe,2010,703538,1321149,617611
Greece,GRC,Europe,Southern Europe,2015,759916,1242924,483008
Greece,GRC,Europe,Southern Europe,2020,775995,1340456,564461
Greece,GRC,Europe,Southern Europe,2024,780112,1423964,643852
Greenland,GRL,Americas,Northern America,1990,10313,9282,-1031
Greenland,GRL,Americas,Northern America,1995,11442,7121,-4321
Greenland,GRL,Americas,Northern America,2000,12905,6601,-6304
Greenland,GRL,Americas,Northern America,2005,13706,6556,-7150
Greenland,GRL,Americas,Northern America,2010,15437,6091,-9346
Greenland,GRL,Americas,Northern America,2015,16944,6009,-10935
Greenland,GRL,Americas,Northern America,2020,17726,5899,-11827
Greenland,GRL,Americas,Northern America,2024,18491,5812,-12679
Grenada,GRD,Americas,Latin America and the Caribbean,1990,23961,4263,-19698
Grenada,GRD,Americas,Latin America and the Caribbean,1995,23988,5544,-18444
Grenada,GRD,Americas,Latin America and the Caribbean,2000,22073,6825,-15248
Grenada,GRD,Americas,Latin America and the Caribbean,2005,23589,6902,-16687
Grenada,GRD,Americas,Latin America and the Caribbean,2010,21140,6980,-14160
Grenada,GRD,Americas,Latin America and the Caribbean,2015,21750,7057,-14693
Grenada,GRD,Americas,Latin America and the Caribbean,2020,22210,7213,-14997
Grenada,GRD,Americas,Latin America and the Caribbean,2024,26300,7340,-18960
Guadeloupe,GLP,Americas,Latin America and the Caribbean,1990,7510,65944,58434
Guadeloupe,GLP,Americas,Latin America and the Caribbean,1995,8368,74566,66198
Guadeloupe,GLP,Americas,Latin America and the Caribbean,2000,9237,83188,73951
Guadeloupe,GLP,Americas,Latin America and the Caribbean,2005,8488,89065,80577
Guadeloupe,GLP,Americas,Latin America and the Caribbean,2010,10282,94942,84660
Guadeloupe,GLP,Americas,Latin America and the Caribbean,2015,11416,90956,79540
Guadeloupe,GLP,Americas,Latin America and the Caribbean,2020,11909,90206,78297
Guadeloupe,GLP,Americas,Latin America and the Caribbean,2024,12374,89610,77236
Guam,GUM,Oceania,Micronesia,1990,1539,69755,68216
Guam,GUM,Oceania,Micronesia,1995,1810,71912,70102
Guam,GUM,Oceania,Micronesia,2000,2054,74070,72016
Guam,GUM,Oceania,Micronesia,2005,1751,74743,72992
Guam,GUM,Oceania,Micronesia,2010,1228,75416,74188
Guam,GUM,Oceania,Micronesia,2015,1134,76089,74955
Guam,GUM,Oceania,Micronesia,2020,1155,80472,79317
Guam,GUM,Oceania,Micronesia,2024,1179,84159,82980
Guatemala,GTM,Americas,Latin America and the Caribbean,1990,323376,264257,-59119
Guatemala,GTM,Americas,Latin America and the Caribbean,1995,429957,156188,-273769
Guatemala,GTM,Americas,Latin America and the Caribbean,2000,545695,48119,-497576
Guatemala,GTM,Americas,Latin America and the Caribbean,2005,737245,57214,-680031
Guatemala,GTM,Americas,Latin America and the Caribbean,2010,919782,66386,-853396
Guatemala,GTM,Americas,Latin America and the Caribbean,2015,1067787,74852,-992935
Guatemala,GTM,Americas,Latin America and the Caribbean,2020,1282668,84311,-1198357
Guatemala,GTM,Americas,Latin America and the Caribbean,2024,1460232,92732,-1367500
Guinea,GIN,Africa,Sub-Saharan Africa,1990,334951,403621,68670
Guinea,GIN,Africa,Sub-Saharan Africa,1995,339388,774505,435117
Guinea,GIN,Africa,Sub-Saharan Africa,2000,339435,560075,220640
Guinea,GIN,Africa,Sub-Saharan Africa,2005,345573,233419,-112154
Guinea,GIN,Africa,Sub-Saharan Africa,2010,382773,178762,-204011
Guinea,GIN,Africa,Sub-Saharan Africa,2015,416953,126657,-290296
Guinea,GIN,Africa,Sub-Saharan Africa,2020,473409,121437,-351972
Guinea,GIN,Africa,Sub-Saharan Africa,2024,508203,117416,-390787
Guinea-Bissau,GNB,Africa,Sub-Saharan Africa,1990,45577,15368,-30209
Guinea-Bissau,GNB,Africa,Sub-Saharan Africa,1995,57547,27961,-29586
Guinea-Bissau,GNB,Africa,Sub-Saharan Africa,2000,66613,20450,-46163
Guinea-Bissau,GNB,Africa,Sub-Saharan Africa,2005,73544,20902,-52642
Guinea-Bissau,GNB,Africa,Sub-Saharan Africa,2010,78973,21391,-57582
Guinea-Bissau,GNB,Africa,Sub-Saharan Africa,2015,86283,22333,-63950
Guinea-Bissau,GNB,Africa,Sub-Saharan Africa,2020,98064,17945,-80119
Guinea-Bissau,GNB,Africa,Sub-Saharan Africa,2024,103999,15064,-88935
Guyana,GUY,Americas,Latin America and the Caribbean,1990,217690,4095,-213595
Guyana,GUY,Americas,Latin America and the Caribbean,1995,244138,6352,-237786
Guyana,GUY,Americas,Latin America and the Caribbean,2000,341369,8610,-332759
Guyana,GUY,Americas,Latin America and the Caribbean,2005,386766,10868,-375898
Guyana,GUY,Americas,Latin America and the Caribbean,2010,404368,8182,-396186
Guyana,GUY,Americas,Latin America and the Caribbean,2015,429943,8661,-421282
Guyana,GUY,Americas,Latin America and the Caribbean,2020,429266,31169,-398097
Guyana,GUY,Americas,Latin America and the Caribbean,2024,469649,54175,-415474
Haiti,HTI,Americas,Latin America and the Caribbean,1990,521381,19084,-502297
Haiti,HTI,Americas,Latin America and the Caribbean,1995,686087,18129,-667958
Haiti,HTI,Americas,Latin America and the Caribbean,2000,821140,17222,-803918
Haiti,HTI,Americas,Latin America and the Caribbean,2005,958254,16360,-941894
Haiti,HTI,Americas,Latin America and the Caribbean,2010,1157011,17182,-1139829
Haiti,HTI,Americas,Latin America and the Caribbean,2015,1467970,18047,-1449923
Haiti,HTI,Americas,Latin America and the Caribbean,2020,1764699,18884,-1745815
Haiti,HTI,Americas,Latin America and the Caribbean,2024,2017692,19581,-1998111
High-and-upper-middle-income countries,,,,1990,81754405,106669906,24915501
High-and-upper-middle-income countries,,,,1995,90077453,119813451,29735998
High-and-upper-middle-income countries,,,,2000,95753859,133558378,37804519
High-and-upper-middle-income countries,,,,2005,104656175,152602542,47946367
High-and-upper-middle-income countries,,,,2010,116731625,177327524,60595899
High-and-upper-middle-income countries,,,,2015,121435470,202226089,80790619
High-and-upper-middle-income countries,,,,2020,127417359,224031424,96614065
High-and-upper-middle-income countries,,,,2024,134002869,246110417,112107548
High-income countries,,,,1990,35523301,76960458,41437157
High-income countries,,,,1995,38139372,90343963,52204591
High-income countries,,,,2000,38446678,103962143,65515465
High-income countries,,,,2005,40433979,121605675,81171696
High-income countries,,,,2010,44410942,143669847,99258905
High-income countries,,,,2015,46996032,165526009,118529977
High-income countries,,,,2020,48894061,181860213,132966152
High-income countries,,,,2024,50882892,199081732,148198840
Holy See,VAT,Europe,Southern Europe,1990,22,726,704
Holy See,VAT,Europe,Southern Europe,1995,30,705,675
Holy See,VAT,Europe,Southern Europe,2000,41,691,650
Holy See,VAT,Europe,Southern Europe,2005,52,659,607
Holy See,VAT,Europe,Southern Europe,2010,74,621,547
Holy See,VAT,Europe,Southern Europe,2015,128,572,444
Holy See,VAT,Europe,Southern Europe,2020,284,528,244
Holy See,VAT,Europe,Southern Europe,2024,313,496,183
Honduras,HND,Americas,Latin America and the Caribbean,1990,157813,270423,112610
Honduras,HND,Americas,Latin America and the Caribbean,1995,235452,149442,-86010
Honduras,HND,Americas,Latin America and the Caribbean,2000,316051,28461,-287590
Honduras,HND,Americas,Latin America and the Caribbean,2005,456501,27934,-428567
Honduras,HND,Americas,Latin America and the Caribbean,2010,604765,27288,-577477
Honduras,HND,Americas,Latin America and the Caribbean,2015,751534,38330,-713204
Honduras,HND,Americas,Latin America and the Caribbean,2020,1060598,39195,-1021403
Honduras,HND,Americas,Latin America and the Caribbean,2024,1397584,39901,-1357683
Hungary,HUN,Europe,Eastern Europe,1990,355019,347510,-7509
Hungary,HUN,Europe,Eastern Europe,1995,363574,322234,-41340
Hungary,HUN,Europe,Eastern Europe,2000,359746,296957,-62789
Hungary,HUN,Europe,Eastern Europe,2005,357651,366787,9136
Hungary,HUN,Europe,Eastern Europe,2010,378410,436616,58206
Hungary,HUN,Europe,Eastern Europe,2015,469269,475508,6239
Hungary,HUN,Europe,Eastern Europe,2020,508918,584567,75649
Hungary,HUN,Europe,Eastern Europe,2024,538794,689565,150771
Iceland,ISL,Europe,Northern Europe,1990,6586,9584,2998
Iceland,ISL,Europe,Northern Europe,1995,8745,12738,3993
Iceland,ISL,Europe,Northern Europe,2000,11709,15892,4183
Iceland,ISL,Europe,Northern Europe,2005,13497,25492,11995
Iceland,ISL,Europe,Northern Europe,2010,16404,35091,18687
Iceland,ISL,Europe,Northern Europe,2015,19596,39072,19476
Iceland,ISL,Europe,Northern Europe,2020,20887,65424,44537
Iceland,ISL,Europe,Northern Europe,2024,23326,98818,75492
India,IND,Asia,Southern Asia,1990,6575416,7212791,637375
India,IND,Asia,Southern Asia,1995,6900228,6836861,-63367
India,IND,Asia,Southern Asia,2000,7778792,6391543,-1387249
India,IND,Asia,Southern Asia,2005,9500673,5954999,-3545674
India,IND,Asia,Southern Asia,2010,12350515,5601237,-6749278
India,IND,Asia,Southern Asia,2015,15277263,5252296,-10024967
India,IND,Asia,Southern Asia,2020,16532761,4929816,-11602945
India,IND,Asia,Southern Asia,2024,18533845,4796255,-13737590
Indonesia,IDN,Asia,South-eastern Asia,1990,1309876,92058,-1217818
Indonesia,IDN,Asia,South-eastern Asia,1995,1664243,114419,-1549824
Indonesia,IDN,Asia,South-eastern Asia,2000,2128328,287645,-1840683
Indonesia,IDN,Asia,South-eastern Asia,2005,2406449,87508,-2318941
Indonesia,IDN,Asia,South-eastern Asia,2010,3031600,113288,-2918312
Indonesia,IDN,Asia,South-eastern Asia,2015,3269321,192119,-3077202
Indonesia,IDN,Asia,South-eastern Asia,2020,3446736,306702,-3140034
Indonesia,IDN,Asia,South-eastern Asia,2024,3745148,445726,-3299422
Iran (Islamic Republic of),IRN,Asia,Southern Asia,1990,604892,4291601,3686709
Iran (Islamic Republic of),IRN,Asia,Southern Asia,1995,701961,2937668,2235707
Iran (Islamic Republic of),IRN,Asia,Southern Asia,2000,835113,2476469,1641356
Iran (Islamic Republic of),IRN,Asia,Southern Asia,2005,875530,2552206,1676676
Iran (Islamic Republic of),IRN,Asia,Southern Asia,2010,1028854,2722397,1693543
Iran (Islamic Republic of),IRN,Asia,Southern Asia,2015,1163612,2729939,1566327
Iran (Islamic Republic of),IRN,Asia,Southern Asia,2020,1442650,2797235,1354585
Iran (Islamic Republic of),IRN,Asia,Southern Asia,2024,1733468,3840654,2107186
Iraq,IRQ,Asia,Western Asia,1990,598492,83638,-514854
Iraq,IRQ,Asia,Western Asia,1995,647345,199460,-447885
Iraq,IRQ,Asia,Western Asia,2000,825369,210525,-614844
Iraq,IRQ,Asia,Western Asia,2005,1202149,134863,-1067286
Iraq,IRQ,Asia,Western Asia,2010,2697913,120466,-2577447
Iraq,IRQ,Asia,Western Asia,2015,1652951,359352,-1293599
Iraq,IRQ,Asia,Western Asia,2020,2282773,365766,-1917007
Iraq,IRQ,Asia,Western Asia,2024,2313028,370980,-1942048
Ireland,IRL,Europe,Northern Europe,1990,927001,227783,-699218
Ireland,IRL,Europe,Northern Europe,1995,905239,247379,-657860
Ireland,IRL,Europe,Northern Europe,2000,809826,376321,-433505
Ireland,IRL,Europe,Northern Europe,2005,764001,620579,-143422
Ireland,IRL,Europe,Northern Europe,2010,765462,751381,-14081
Ireland,IRL,Europe,Northern Europe,2015,762324,802470,40146
Ireland,IRL,Europe,Northern Europe,2020,729636,951686,222050
Ireland,IRL,Europe,Northern Europe,2024,714405,1216237,501832
Isle of Man,IMN,Europe,Northern Europe,1990,699,34769,34070
Isle of Man,IMN,Europe,Northern Europe,1995,724,36886,36162
Isle of Man,IMN,Europe,Northern Europe,2000,720,39002,38282
Isle of Man,IMN,Europe,Northern Europe,2005,769,41475,40706
Isle of Man,IMN,Europe,Northern Europe,2010,889,43447,42558
Isle of Man,IMN,Europe,Northern Europe,2015,838,42238,41400
Isle of Man,IMN,Europe,Northern Europe,2020,920,43040,42120
Isle of Man,IMN,Europe,Northern Europe,2024,908,43693,42785
Israel,ISR,Asia,Western Asia,1990,263368,1622505,1359137
Israel,ISR,Asia,Western Asia,1995,321435,1781111,1459676
Israel,ISR,Asia,Western Asia,2000,290092,1838155,1548063
Israel,ISR,Asia,Western Asia,2005,297140,1881017,1583877
Israel,ISR,Asia,Western Asia,2010,300419,1953214,1652795
Israel,ISR,Asia,Western Asia,2015,301155,2019891,1718736
Israel,ISR,Asia,Western Asia,2020,312533,2068830,1756297
Israel,ISR,Asia,Western Asia,2024,324804,2091569,1766765
Italy,ITA,Europe,Southern Europe,1990,3354372,1529367,-1825005
Italy,ITA,Europe,Southern Europe,1995,3154012,1810642,-1343370
Italy,ITA,Europe,Southern Europe,2000,2998648,2143259,-855389
Italy,ITA,Europe,Southern Europe,2005,2751018,3285903,534885
Italy,ITA,Europe,Southern Europe,2010,2666862,4719233,2052371
Italy,ITA,Europe,Southern Europe,2015,2756727,5506199,2749472
Italy,ITA,Europe,Southern Europe,2020,2886481,6223851,3337370
Italy,ITA,Europe,Southern Europe,2024,2941444,6553671,3612227
Jamaica,JAM,Americas,Latin America and the Caribbean,1990,611422,20475,-590947
Jamaica,JAM,Americas,Latin America and the Caribbean,1995,811937,22713,-789224
Jamaica,JAM,Americas,Latin America and the Caribbean,2000,833377,24952,-808425
Jamaica,JAM,Americas,Latin America and the Caribbean,2005,895828,24284,-871544
Jamaica,JAM,Americas,Latin America and the Caribbean,2010,1005109,23677,-981432
Jamaica,JAM,Americas,Latin America and the Caribbean,2015,1084528,23165,-1061363
Jamaica,JAM,Americas,Latin America and the Caribbean,2020,1175941,23629,-1152312
Jamaica,JAM,Americas,Latin America and the Caribbean,2024,1248512,24007,-1224505
Japan,JPN,Asia,Eastern Asia,1990,710783,1050475,339692
Japan,JPN,Asia,Eastern Asia,1995,911486,1331094,419608
Japan,JPN,Asia,Eastern Asia,2000,846780,1651869,805089
Japan,JPN,Asia,Eastern Asia,2005,864518,1976528,1112010
Japan,JPN,Asia,Eastern Asia,2010,909212,2161780,1252568
Japan,JPN,Asia,Eastern Asia,2015,943736,2577487,1633751
Japan,JPN,Asia,Eastern Asia,2020,926826,3289042,2362216
Japan,JPN,Asia,Eastern Asia,2024,1008173,3409529,2401356
Jordan,JOR,Asia,Western Asia,1990,265920,1131529,865609
Jordan,JOR,Asia,Western Asia,1995,292015,1511664,1219649
Jordan,JOR,Asia,Western Asia,2000,324675,1834160,1509485
Jordan,JOR,Asia,Western Asia,2005,384315,2229368,1845053
Jordan,JOR,Asia,Western Asia,2010,486197,3723368,3237171
Jordan,JOR,Asia,Western Asia,2015,582220,4386976,3804756
Jordan,JOR,Asia,Western Asia,2020,609679,4940142,4330463
Jordan,JOR,Asia,Western Asia,2024,659204,5280168,4620964
Kazakhstan,KAZ,Asia,Central Asia,1990,3178221,3289058,110837
Kazakhstan,KAZ,Asia,Central Asia,1995,3270367,2259955,-1010412
Kazakhstan,KAZ,Asia,Central Asia,2000,3407178,1733374,-1673804
Kazakhstan,KAZ,Asia,Central Asia,2005,3648310,1845637,-1802673
Kazakhstan,KAZ,Asia,Central Asia,2010,3753542,1856870,-1896672
Kazakhstan,KAZ,Asia,Central Asia,2015,3348874,1919920,-1428954
Kazakhstan,KAZ,Asia,Central Asia,2020,3029566,1990268,-1039298
Kazakhstan,KAZ,Asia,Central Asia,2024,2796572,2089797,-706775
Kenya,KEN,Africa,Sub-Saharan Africa,1990,238008,298089,60081
Kenya,KEN,Africa,Sub-Saharan Africa,1995,249228,618745,369517
Kenya,KEN,Africa,Sub-Saharan Africa,2000,296430,707852,411422
Kenya,KEN,Africa,Sub-Saharan Africa,2005,346666,773354,426688
Kenya,KEN,Africa,Sub-Saharan Africa,2010,390142,954925,564783
Kenya,KEN,Africa,Sub-Saharan Africa,2015,452369,1126886,674517
Kenya,KEN,Africa,Sub-Saharan Africa,2020,483045,1050147,567102
Kenya,KEN,Africa,Sub-Saharan Africa,2024,540466,992536,452070
Kiribati,KIR,Oceania,Micronesia,1990,3919,2162,-1757
Kiribati,KIR,Oceania,Micronesia,1995,3882,2223,-1659
Kiribati,KIR,Oceania,Micronesia,2000,3819,2283,-1536
Kiribati,KIR,Oceania,Micronesia,2005,3783,2487,-1296
Kiribati,KIR,Oceania,Micronesia,2010,3344,2868,-476
Kiribati,KIR,Oceania,Micronesia,2015,4086,2919,-1167
Kiribati,KIR,Oceania,Micronesia,2020,5053,3126,-1927
Kiribati,KIR,Oceania,Micronesia,2024,6306,3302,-3004
Kuwait,KWT,Asia,Western Asia,1990,64245,1056143,991898
Kuwait,KWT,Asia,Western Asia,1995,70228,935152,864924
Kuwait,KWT,Asia,Western Asia,2000,79931,1116932,1037001
Kuwait,KWT,Asia,Western Asia,2005,87761,1353949,1266188
Kuwait,KWT,Asia,Western Asia,2010,117370,1871827,1754457
Kuwait,KWT,Asia,Western Asia,2015,134398,2610785,2476387
Kuwait,KWT,Asia,Western Asia,2020,149927,3030731,2880804
Kuwait,KWT,Asia,Western Asia,2024,167850,3323191,3155341
Kyrgyzstan,KGZ,Asia,Central Asia,1990,606963,623083,16120
Kyrgyzstan,KGZ,Asia,Central Asia,1995,600786,518338,-82448
Kyrgyzstan,KGZ,Asia,Central Asia,2000,590619,389824,-200795
Kyrgyzstan,KGZ,Asia,Central Asia,2005,663215,309399,-353816
Kyrgyzstan,KGZ,Asia,Central Asia,2010,713989,232065,-481924
Kyrgyzstan,KGZ,Asia,Central Asia,2015,641517,204382,-437135
Kyrgyzstan,KGZ,Asia,Central Asia,2020,584710,199011,-385699
Kyrgyzstan,KGZ,Asia,Central Asia,2024,540573,194816,-345757
LATIN AMERICA AND THE CARIBBEAN,,,,1990,14438417,7253323,-7185094
LATIN AMERICA AND THE CARIBBEAN,,,,1995,18875340,6728705,-12146635
LATIN AMERICA AND THE CARIBBEAN,,,,2000,23244130,6589509,-16654621
LATIN AMERICA AND THE CARIBBEAN,,,,2005,28524869,7111817,-21413052
LATIN AMERICA AND THE CARIBBEAN,,,,2010,32980368,8275866,-24704502
LATIN AMERICA AND THE CARIBBEAN,,,,2015,34988655,9109959,-25878696
LATIN AMERICA AND THE CARIBBEAN,,,,2020,42128506,14287765,-27840741
LATIN AMERICA AND THE CARIBBEAN,,,,2024,48269815,17510527,-30759288
Land-locked Developing Countries (LLDC),,,,1990,24230881,14076862,-10154019
Land-locked Developing Countries (LLDC),,,,1995,22746786,11932094,-10814692
Land-locked Developing Countries (LLDC),,,,2000,22106881,10884070,-11222811
Land-locked Developing Countries (LLDC),,,,2005,23055686,10682465,-12373221
Land-locked Developing Countries (LLDC),,,,2010,26019291,9776704,-16242587
Land-locked Developing Countries (LLDC),,,,2015,28412805,11758049,-16654756
Land-locked Developing Countries (LLDC),,,,2020,31499061,13062602,-18436459
Land-locked Developing Countries (LLDC),,,,2024,35204570,14973951,-20230619
Lao People's Democratic Republic,LAO,Asia,South-eastern Asia,1990,311756,22866,-288890
Lao People's Democratic Republic,LAO,Asia,South-eastern Asia,1995,359736,23526,-336210
Lao People's Democratic Republic,LAO,Asia,South-eastern Asia,2000,363370,21948,-341422
Lao People's Democratic Republic,LAO,Asia,South-eastern Asia,2005,471052,20371,-450681
Lao People's Democratic Republic,LAO,Asia,South-eastern Asia,2010,563709,32955,-530754
Lao People's Democratic Republic,LAO,Asia,South-eastern Asia,2015,598860,45538,-553322
Lao People's Democratic Republic,LAO,Asia,South-eastern Asia,2020,609093,48731,-560362
Lao People's Democratic Republic,LAO,Asia,South-eastern Asia,2024,660258,51446,-608812
Latin America and the Caribbean,,,,1990,14438417,7253323,-7185094
Latin America and the Caribbean,,,,1995,18875340,6728705,-12146635
Latin America and the Caribbean,,,,2000,23244130,6589509,-16654621
Latin America and the Caribbean,,,,2005,28524869,7111817,-21413052
Latin America and the Caribbean,,,,2010,32980368,8275866,-24704502
Latin America and the Caribbean,,,,2015,34988655,9109959,-25878696
Latin America and the Caribbean,,,,2020,42128506,14287765,-27840741
Latin America and the Caribbean,,,,2024,48269815,17510527,-30759288
Latvia,LVA,Europe,Northern Europe,1990,181952,646007,464055
Latvia,LVA,Europe,Northern Europe,1995,186182,538093,351911
Latvia,LVA,Europe,Northern Europe,2000,184708,430178,245470
Latvia,LVA,Europe,Northern Europe,2005,183414,376725,193311
Latvia,LVA,Europe,Northern Europe,2010,183282,313786,130504
Latvia,LVA,Europe,Northern Europe,2015,175523,265418,89895
Latvia,LVA,Europe,Northern Europe,2020,166868,239422,72554
Latvia,LVA,Europe,Northern Europe,2024,161014,220471,59457
Least developed countries,,,,1990,27435009,11422703,-16012306
Least developed countries,,,,1995,25578668,12034741,-13543927
Least developed countries,,,,2000,25543216,10421623,-15121593
Least developed countries,,,,2005,26817274,10101907,-16715367
Least developed countries,,,,2010,32392176,10060920,-22331256
Least developed countries,,,,2015,40964230,12993561,-27970669
Least developed countries,,,,2020,46998295,15973234,-31025061
Least developed countries,,,,2024,55077813,19619461,-35458352
Lebanon,LBN,Asia,Western Asia,1990,408352,424488,16136
Lebanon,LBN,Asia,Western Asia,1995,415740,466437,50697
Lebanon,LBN,Asia,Western Asia,2000,467495,514836,47341
Lebanon,LBN,Asia,Western Asia,2005,493327,553850,60523
Lebanon,LBN,Asia,Western Asia,2010,550096,625884,75788
Lebanon,LBN,Asia,Western Asia,2015,594974,1763717,1168743
Lebanon,LBN,Asia,Western Asia,2020,631071,1586346,955275
Lebanon,LBN,Asia,Western Asia,2024,681720,1422583,740863
Lesotho,LSO,Africa,Sub-Saharan Africa,1990,130251,8240,-122011
Lesotho,LSO,Africa,Sub-Saharan Africa,1995,122192,7204,-114988
Lesotho,LSO,Africa,Sub-Saharan Africa,2000,121214,6167,-115047
Lesotho,LSO,Africa,Sub-Saharan Africa,2005,138931,6290,-132641
Lesotho,LSO,Africa,Sub-Saharan Africa,2010,161987,6414,-155573
Lesotho,LSO,Africa,Sub-Saharan Africa,2015,191588,9152,-182436
Lesotho,LSO,Africa,Sub-Saharan Africa,2020,224803,12060,-212743
Lesotho,LSO,Africa,Sub-Saharan Africa,2024,246938,15039,-231899
Less developed regions,,,,1990,87886589,69339516,-18547073
Less developed regions,,,,1995,95824708,67173172,-28651536
Less developed regions,,,,2000,106846557,68295636,-38550921
Less developed regions,,,,2005,121964408,73624558,-48339850
Less developed regions,,,,2010,145569003,88504735,-57064268
Less developed regions,,,,2015,170304638,107869056,-62435582
Less developed regions,,,,2020,192800975,121243752,-71557223
Less developed regions,,,,2024,214302243,135773511,-78528732
"Less developed regions, excluding China",,,,1990,82863656,66331223,-16532433
"Less developed regions, excluding China",,,,1995,89956610,63647155,-26309455
"Less developed regions, excluding China",,,,2000,99679979,64214442,-35465537
"Less developed regions, excluding China",,,,2005,113483785,69222288,-44261497
"Less developed regions, excluding China",,,,2010,135067900,83808625,-51259275
"Less developed regions, excluding China",,,,2015,157998092,102589546,-55408546
"Less developed regions, excluding China",,,,2020,179535098,115407463,-64127635
"Less developed regions, excluding China",,,,2024,200378620,129508188,-70870432
"Less developed regions, excluding least developed countries",,,,1990,60451580,57916813,-2534767
"Less developed regions, excluding least developed countries",,,,1995,70246040,55138431,-15107609
"Less developed regions, excluding least developed countries",,,,2000,81303341,57874013,-23429328
"Less developed regions, excluding least developed countries",,,,2005,95147134,63522651,-31624483
"Less developed regions, excluding least developed countries",,,,2010,113176827,78443815,-34733012
"Less developed regions, excluding least developed countries",,,,2015,129340408,94875495,-34464913
"Less developed regions, excluding least developed countries",,,,2020,145802680,105270518,-40532162
"Less developed regions, excluding least developed countries",,,,2024,159224430,116154050,-43070380
Liberia,LBR,Africa,Sub-Saharan Africa,1990,539145,94964,-444181
Liberia,LBR,Africa,Sub-Saharan Africa,1995,562699,208563,-354136
Liberia,LBR,Africa,Sub-Saharan Africa,2000,270603,151868,-118735
Liberia,LBR,Africa,Sub-Saharan Africa,2005,349718,87217,-262501
Liberia,LBR,Africa,Sub-Saharan Africa,2010,186132,99165,-86967
Liberia,LBR,Africa,Sub-Saharan Africa,2015,150490,112111,-38379
Liberia,LBR,Africa,Sub-Saharan Africa,2020,147341,87947,-59394
Liberia,LBR,Africa,Sub-Saharan Africa,2024,145919,72423,-73496
