country,iso3,region,subregion,year,emigrants,immigrants,net_migration
Libya,LBY,Africa,Northern Africa,1990,78841,457075,378234
Libya,LBY,Africa,Northern Africa,1995,81041,508041,427000
Libya,LBY,Africa,Northern Africa,2000,80451,567436,486985
Libya,LBY,Africa,Northern Africa,2005,81361,625412,544051
Libya,LBY,Africa,Northern Africa,2010,99826,687192,587366
Libya,LBY,Africa,Northern Africa,2015,119270,771146,651876
Libya,LBY,Africa,Northern Africa,2020,145103,826537,681434
Libya,LBY,Africa,Northern Africa,2024,156874,897751,740877
Liechtenstein,LIE,Europe,Western Europe,1990,22,10906,10884
Liechtenstein,LIE,Europe,Western Europe,1995,28,13311,13283
Liechtenstein,LIE,Europe,Western Europe,2000,52,15483,15431
Liechtenstein,LIE,Europe,Western Europe,2005,154,18898,18744
Liechtenstein,LIE,Europe,Western Europe,2010,264,22342,22078
Liechtenstein,LIE,Europe,Western Europe,2015,293,23799,23506
Liechtenstein,LIE,Europe,Western Europe,2020,314,25877,25563
Liechtenstein,LIE,Europe,Western Europe,2024,346,27669,27323
Lithuania,LTU,Europe,Northern Europe,1990,343671,349258,5587
Lithuania,LTU,Europe,Northern Europe,1995,313225,273587,-39638
Lithuania,LTU,Europe,Northern Europe,2000,287335,214311,-73024
Lithuania,LTU,Europe,Northern Europe,2005,278878,201209,-77669
Lithuania,LTU,Europe,Northern Europe,2010,354264,160772,-193492
Lithuania,LTU,Europe,Northern Europe,2015,409441,136021,-273420
Lithuania,LTU,Europe,Northern Europe,2020,437638,145184,-292454
Lithuania,LTU,Europe,Northern Europe,2024,459268,175194,-284074
Low-and-Lower-middle-income countries,,,,1990,58659599,46128434,-12531165
Low-and-Lower-middle-income countries,,,,1995,59014187,42239497,-16774690
Low-and-Lower-middle-income countries,,,,2000,62464239,39880176,-22584063
Low-and-Lower-middle-income countries,,,,2005,69844932,38984860,-30860072
Low-and-Lower-middle-income countries,,,,2010,84484855,42209231,-42275624
Low-and-Lower-middle-income countries,,,,2015,105941531,46273405,-59668126
Low-and-Lower-middle-income countries,,,,2020,119582624,49787870,-69794754
Low-and-Lower-middle-income countries,,,,2024,139360886,56502698,-82858188
Low-and-middle-income countries,,,,1990,104890703,75837882,-29052821
Low-and-middle-income countries,,,,1995,110952268,71708985,-39243283
Low-and-middle-income countries,,,,2000,119771420,69476411,-50295009
Low-and-middle-income countries,,,,2005,134067128,69981727,-64085401
Low-and-middle-income countries,,,,2010,156805538,75866908,-80938630
Low-and-middle-income countries,,,,2015,180380969,82973485,-97407484
Low-and-middle-income countries,,,,2020,198105922,91959081,-106146841
Low-and-middle-income countries,,,,2024,222480863,103531383,-118949480
Low-income countries,,,,1990,18260226,8730266,-9529960
Low-income countries,,,,1995,15940023,8238108,-7701915
Low-income countries,,,,2000,15073902,6838373,-8235529
Low-income countries,,,,2005,15356761,7050629,-8306132
Low-income countries,,,,2010,18849423,7985909,-10863514
Low-income countries,,,,2015,28710928,9509682,-19201246
Low-income countries,,,,2020,35117582,11661069,-23456513
Low-income countries,,,,2024,41112765,14383617,-26729148
Lower-middle-income countries,,,,1990,40399373,37398168,-3001205
Lower-middle-income countries,,,,1995,43074164,34001389,-9072775
Lower-middle-income countries,,,,2000,47390337,33041803,-14348534
Lower-middle-income countries,,,,2005,54488171,31934231,-22553940
Lower-middle-income countries,,,,2010,65635432,34223322,-31412110
Lower-middle-income countries,,,,2015,77230603,36763723,-40466880
Lower-middle-income countries,,,,2020,84465042,38126801,-46338241
Lower-middle-income countries,,,,2024,98248121,42119081,-56129040
Luxembourg,LUX,Europe,Western Europe,1990,27725,113795,86070
Luxembourg,LUX,Europe,Western Europe,1995,29087,126106,97019
Luxembourg,LUX,Europe,Western Europe,2000,30943,139750,108807
Luxembourg,LUX,Europe,Western Europe,2005,33941,150618,116677
Luxembourg,LUX,Europe,Western Europe,2010,36675,163142,126467
Luxembourg,LUX,Europe,Western Europe,2015,41099,248888,207789
Luxembourg,LUX,Europe,Western Europe,2020,43235,298062,254827
Luxembourg,LUX,Europe,Western Europe,2024,61859,344309,282450
Madagascar,MDG,Africa,Sub-Saharan Africa,1990,82170,23917,-58253
Madagascar,MDG,Africa,Sub-Saharan Africa,1995,98560,21177,-77383
Madagascar,MDG,Africa,Sub-Saharan Africa,2000,119159,23541,-95618
Madagascar,MDG,Africa,Sub-Saharan Africa,2005,143188,26058,-117130
Madagascar,MDG,Africa,Sub-Saharan Africa,2010,156279,28905,-127374
Madagascar,MDG,Africa,Sub-Saharan Africa,2015,175803,32075,-143728
Madagascar,MDG,Africa,Sub-Saharan Africa,2020,196997,35563,-161434
Madagascar,MDG,Africa,Sub-Saharan Africa,2024,212455,38625,-173830
Malawi,MWI,Africa,Sub-Saharan Africa,1990,138206,1127724,989518
Malawi,MWI,Africa,Sub-Saharan Africa,1995,134253,241624,107371
Malawi,MWI,Africa,Sub-Saharan Africa,2000,167695,232620,64925
Malawi,MWI,Africa,Sub-Saharan Africa,2005,216125,221661,5536
Malawi,MWI,Africa,Sub-Saharan Africa,2010,259343,217722,-41621
Malawi,MWI,Africa,Sub-Saharan Africa,2015,307175,197328,-109847
Malawi,MWI,Africa,Sub-Saharan Africa,2020,372914,191362,-181552
Malawi,MWI,Africa,Sub-Saharan Africa,2024,427573,186719,-240854
Malaysia,MYS,Asia,South-eastern Asia,1990,663690,1027572,363882
Malaysia,MYS,Asia,South-eastern Asia,1995,891900,1312828,420928
Malaysia,MYS,Asia,South-eastern Asia,2000,1165408,1613819,448411
Malaysia,MYS,Asia,South-eastern Asia,2005,1283218,2174308,891090
Malaysia,MYS,Asia,South-eastern Asia,2010,1647051,3086876,1439825
Malaysia,MYS,Asia,South-eastern Asia,2015,1916776,3513497,1596721
Malaysia,MYS,Asia,South-eastern Asia,2020,2118942,3718696,1599754
Malaysia,MYS,Asia,South-eastern Asia,2024,2433875,3806514,1372639
Maldives,MDV,Asia,Southern Asia,1990,1685,8689,7004
Maldives,MDV,Asia,Southern Asia,1995,1092,18510,17418
Maldives,MDV,Asia,Southern Asia,2000,824,27092,26268
Maldives,MDV,Asia,Southern Asia,2005,1432,45045,43613
Maldives,MDV,Asia,Southern Asia,2010,2624,54659,52035
Maldives,MDV,Asia,Southern Asia,2015,2694,64273,61579
Maldives,MDV,Asia,Southern Asia,2020,2703,70079,67376
Maldives,MDV,Asia,Southern Asia,2024,2773,75099,72326
Mali,MLI,Africa,Sub-Saharan Africa,1990,587626,160736,-426890
Mali,MLI,Africa,Sub-Saharan Africa,1995,743318,176187,-567131
Mali,MLI,Africa,Sub-Saharan Africa,2000,706904,189475,-517429
Mali,MLI,Africa,Sub-Saharan Africa,2005,822077,258630,-563447
Mali,MLI,Africa,Sub-Saharan Africa,2010,897610,341078,-556532
Mali,MLI,Africa,Sub-Saharan Africa,2015,1117148,420504,-696644
Mali,MLI,Africa,Sub-Saharan Africa,2020,1200058,485829,-714229
Mali,MLI,Africa,Sub-Saharan Africa,2024,1292519,545323,-747196
Malta,MLT,Europe,Southern Europe,1990,66353,15077,-51276
Malta,MLT,Europe,Southern Europe,1995,67484,17740,-49744
Malta,MLT,Europe,Southern Europe,2000,64124,21521,-42603
Malta,MLT,Europe,Southern Europe,2005,61981,24560,-37421
Malta,MLT,Europe,Southern Europe,2010,58858,33008,-25850
Malta,MLT,Europe,Southern Europe,2015,54505,52642,-1863
Malta,MLT,Europe,Southern Europe,2020,49061,114760,65699
Malta,MLT,Europe,Southern Europe,2024,43940,199466,155526
Marshall Islands,MHL,Oceania,Micronesia,1990,314,1158,844
Marshall Islands,MHL,Oceania,Micronesia,1995,385,1480,1095
Marshall Islands,MHL,Oceania,Micronesia,2000,468,1891,1423
Marshall Islands,MHL,Oceania,Micronesia,2005,435,2417,1982
Marshall Islands,MHL,Oceania,Micronesia,2010,379,3089,2710
Marshall Islands,MHL,Oceania,Micronesia,2015,379,3284,2905
Marshall Islands,MHL,Oceania,Micronesia,2020,387,3298,2911
Marshall Islands,MHL,Oceania,Micronesia,2024,400,3309,2909
Martinique,MTQ,Americas,Latin America and the Caribbean,1990,10837,38705,27868
Martinique,MTQ,Americas,Latin America and the Caribbean,1995,12302,46599,34297
Martinique,MTQ,Americas,Latin America and the Caribbean,2000,13801,54492,40691
Martinique,MTQ,Americas,Latin America and the Caribbean,2005,13941,57034,43093
Martinique,MTQ,Americas,Latin America and the Caribbean,2010,14145,59575,45430
Martinique,MTQ,Americas,Latin America and the Caribbean,2015,12097,69174,57077
Martinique,MTQ,Americas,Latin America and the Caribbean,2020,12498,68624,56126
Martinique,MTQ,Americas,Latin America and the Caribbean,2024,12893,68187,55294
Mauritania,MRT,Africa,Sub-Saharan Africa,1990,111270,111650,380
Mauritania,MRT,Africa,Sub-Saharan Africa,1995,127054,89562,-37492
Mauritania,MRT,Africa,Sub-Saharan Africa,2000,81064,57366,-23698
Mauritania,MRT,Africa,Sub-Saharan Africa,2005,69192,58211,-10981
Mauritania,MRT,Africa,Sub-Saharan Africa,2010,73350,84920,11570
Mauritania,MRT,Africa,Sub-Saharan Africa,2015,73527,166552,93025
Mauritania,MRT,Africa,Sub-Saharan Africa,2020,86409,182286,95877
Mauritania,MRT,Africa,Sub-Saharan Africa,2024,91705,195937,104232
Mauritius,MUS,Africa,Sub-Saharan Africa,1990,64202,3613,-60589
Mauritius,MUS,Africa,Sub-Saharan Africa,1995,72122,7493,-64629
Mauritius,MUS,Africa,Sub-Saharan Africa,2000,77904,15543,-62361
Mauritius,MUS,Africa,Sub-Saharan Africa,2005,88522,19647,-68875
Mauritius,MUS,Africa,Sub-Saharan Africa,2010,102296,24836,-77460
Mauritius,MUS,Africa,Sub-Saharan Africa,2015,109779,28585,-81194
Mauritius,MUS,Africa,Sub-Saharan Africa,2020,112089,28893,-83196
Mauritius,MUS,Africa,Sub-Saharan Africa,2024,114314,29142,-85172
Mayotte,MYT,Africa,Sub-Saharan Africa,1990,1835,15229,13394
Mayotte,MYT,Africa,Sub-Saharan Africa,1995,3937,26316,22379
Mayotte,MYT,Africa,Sub-Saharan Africa,2000,6214,45474,39260
Mayotte,MYT,Africa,Sub-Saharan Africa,2005,6468,63176,56708
Mayotte,MYT,Africa,Sub-Saharan Africa,2010,6336,72757,66421
Mayotte,MYT,Africa,Sub-Saharan Africa,2015,6545,81386,74841
Mayotte,MYT,Africa,Sub-Saharan Africa,2020,6767,111540,104773
Mayotte,MYT,Africa,Sub-Saharan Africa,2024,6960,143528,136568
Melanesia,,,,1990,102238,91200,-11038
Melanesia,,,,1995,118072,96828,-21244
Melanesia,,,,2000,135638,95281,-40357
Melanesia,,,,2005,159726,103881,-55845
Melanesia,,,,2010,184414,110691,-73723
Melanesia,,,,2015,206764,119343,-87421
Melanesia,,,,2020,221491,124073,-97418
Melanesia,,,,2024,244711,128055,-116656
Mexico,MEX,Americas,Latin America and the Caribbean,1990,4588874,701513,-3887361
Mexico,MEX,Americas,Latin America and the Caribbean,1995,7165639,458051,-6707588
Mexico,MEX,Americas,Latin America and the Caribbean,2000,9367663,526172,-8841491
Mexico,MEX,Americas,Latin America and the Caribbean,2005,11329536,701803,-10627733
Mexico,MEX,Americas,Latin America and the Caribbean,2010,12108928,957593,-11151335
Mexico,MEX,Americas,Latin America and the Caribbean,2015,12184226,1088731,-11095495
Mexico,MEX,Americas,Latin America and the Caribbean,2020,11452717,1335154,-10117563
Mexico,MEX,Americas,Latin America and the Caribbean,2024,11596529,1726089,-9870440
Micronesia,,,,1990,17262,108969,91707
Micronesia,,,,1995,19869,118687,98818
Micronesia,,,,2000,22524,130186,107662
Micronesia,,,,2005,24407,128390,103983
Micronesia,,,,2010,24603,114743,90140
Micronesia,,,,2015,25218,113466,88248
Micronesia,,,,2020,27219,118860,91641
Micronesia,,,,2024,29390,123424,94034
Micronesia (Fed. States of),FSM,Oceania,Micronesia,1990,4940,3685,-1255
Micronesia (Fed. States of),FSM,Oceania,Micronesia,1995,7116,3342,-3774
Micronesia (Fed. States of),FSM,Oceania,Micronesia,2000,9334,3116,-6218
Micronesia (Fed. States of),FSM,Oceania,Micronesia,2005,11237,2905,-8332
Micronesia (Fed. States of),FSM,Oceania,Micronesia,2010,12464,2806,-9658
Micronesia (Fed. States of),FSM,Oceania,Micronesia,2015,12401,2756,-9645
Micronesia (Fed. States of),FSM,Oceania,Micronesia,2020,13033,2832,-10201
Micronesia (Fed. States of),FSM,Oceania,Micronesia,2024,13568,2894,-10674
Middle Africa,,,,1990,1771850,1461155,-310695
Middle Africa,,,,1995,1690429,2662490,972061
Middle Africa,,,,2000,2267420,1775284,-492136
Middle Africa,,,,2005,2544029,1961951,-582078
Middle Africa,,,,2010,2775253,2436802,-338451
Middle Africa,,,,2015,3546465,3479911,-66554
Middle Africa,,,,2020,4264915,3861568,-403347
Middle Africa,,,,2024,4792635,4854994,62359
Middle-income countries,,,,1990,86630477,67107616,-19522861
Middle-income countries,,,,1995,95012245,63470877,-31541368
Middle-income countries,,,,2000,104697518,62638038,-42059480
Middle-income countries,,,,2005,118710367,62931098,-55779269
Middle-income countries,,,,2010,137956115,67880999,-70075116
Middle-income countries,,,,2015,151670041,73463803,-78206238
Middle-income countries,,,,2020,162988340,80298012,-82690328
Middle-income countries,,,,2024,181368098,89147766,-92220332
Monaco,MCO,Europe,Western Europe,1990,15534,20359,4825
Monaco,MCO,Europe,Western Europe,1995,15692,21060,5368
Monaco,MCO,Europe,Western Europe,2000,16367,21787,5420
Monaco,MCO,Europe,Western Europe,2005,19616,21312,1696
Monaco,MCO,Europe,Western Europe,2010,26148,21132,-5016
Monaco,MCO,Europe,Western Europe,2015,28636,25983,-2653
Monaco,MCO,Europe,Western Europe,2020,33812,26601,-7211
Monaco,MCO,Europe,Western Europe,2024,36682,27106,-9576
Mongolia,MNG,Asia,Eastern Asia,1990,71033,6718,-64315
Mongolia,MNG,Asia,Eastern Asia,1995,79613,7424,-72189
Mongolia,MNG,Asia,Eastern Asia,2000,88244,8206,-80038
Mongolia,MNG,Asia,Eastern Asia,2005,98174,11477,-86697
Mongolia,MNG,Asia,Eastern Asia,2010,114217,16062,-98155
Mongolia,MNG,Asia,Eastern Asia,2015,124542,19886,-104656
Mongolia,MNG,Asia,Eastern Asia,2020,153554,21345,-132209
Mongolia,MNG,Asia,Eastern Asia,2024,175596,22589,-153007
Montenegro,MNE,Europe,Southern Europe,1990,108639,73743,-34896
Montenegro,MNE,Europe,Southern Europe,1995,106877,73743,-33134
Montenegro,MNE,Europe,Southern Europe,2000,102948,73743,-29205
Montenegro,MNE,Europe,Southern Europe,2005,98615,73743,-24872
Montenegro,MNE,Europe,Southern Europe,2010,100961,78512,-22449
Montenegro,MNE,Europe,Southern Europe,2015,102965,71719,-31246
Montenegro,MNE,Europe,Southern Europe,2020,94731,70999,-23732
Montenegro,MNE,Europe,Southern Europe,2024,90678,92237,1559
Montserrat,MSR,Americas,Latin America and the Caribbean,1990,2006,2013,7
Montserrat,MSR,Americas,Latin America and the Caribbean,1995,2272,1612,-660
Montserrat,MSR,Americas,Latin America and the Caribbean,2000,2575,1211,-1364
Montserrat,MSR,Americas,Latin America and the Caribbean,2005,2791,1244,-1547
Montserrat,MSR,Americas,Latin America and the Caribbean,2010,2993,1291,-1702
Montserrat,MSR,Americas,Latin America and the Caribbean,2015,3134,1351,-1783
Montserrat,MSR,Americas,Latin America and the Caribbean,2020,3239,1379,-1860
Montserrat,MSR,Americas,Latin America and the Caribbean,2024,3341,1402,-1939
More developed regions,,,,1990,52957819,84576547,31618728
More developed regions,,,,1995,53730565,96002830,42272265
More developed regions,,,,2000,51928225,106270516,54342291
More developed regions,,,,2005,53170795,119164163,65993368
More developed regions,,,,2010,56421274,132515657,76094383
More developed regions,,,,2015,58075237,142172964,84097727
More developed regions,,,,2020,59929194,154040280,94111086
More developed regions,,,,2024,67653956,168248302,100594346
Morocco,MAR,Africa,Northern Africa,1990,1297857,54895,-1242962
Morocco,MAR,Africa,Northern Africa,1995,1506124,50360,-1455764
Morocco,MAR,Africa,Northern Africa,2000,1756024,53034,-1702990
Morocco,MAR,Africa,Northern Africa,2005,2291145,56222,-2234923
Morocco,MAR,Africa,Northern Africa,2010,2733747,71189,-2662558
Morocco,MAR,Africa,Northern Africa,2015,2907733,92424,-2815309
Morocco,MAR,Africa,Northern Africa,2020,3293170,102358,-3190812
Morocco,MAR,Africa,Northern Africa,2024,3627829,111069,-3516760
Mozambique,MOZ,Africa,Sub-Saharan Africa,1990,1989048,122332,-1866716
Mozambique,MOZ,Africa,Sub-Saharan Africa,1995,761443,168256,-593187
Mozambique,MOZ,Africa,Sub-Saharan Africa,2000,650229,195702,-454527
Mozambique,MOZ,Africa,Sub-Saharan Africa,2005,641039,268694,-372345
Mozambique,MOZ,Africa,Sub-Saharan Africa,2010,655516,306471,-349045
Mozambique,MOZ,Africa,Sub-Saharan Africa,2015,671672,321794,-349878
Mozambique,MOZ,Africa,Sub-Saharan Africa,2020,689058,338850,-350208
Mozambique,MOZ,Africa,Sub-Saharan Africa,2024,702796,353143,-349653
Myanmar,MMR,Asia,South-eastern Asia,1990,529164,133545,-395619
Myanmar,MMR,Asia,South-eastern Asia,1995,530678,113663,-417015
Myanmar,MMR,Asia,South-eastern Asia,2000,671239,98011,-573228
Myanmar,MMR,Asia,South-eastern Asia,2005,1254165,83025,-1171140
Myanmar,MMR,Asia,South-eastern Asia,2010,2129897,76414,-2053483
Myanmar,MMR,Asia,South-eastern Asia,2015,2517411,73309,-2444102
Myanmar,MMR,Asia,South-eastern Asia,2020,3611603,76446,-3535157
Myanmar,MMR,Asia,South-eastern Asia,2024,4320462,79052,-4241410
NORTHERN AMERICA,,,,1990,2850358,27543267,24692909
NORTHERN AMERICA,,,,1995,3146192,33404578,30258386
NORTHERN AMERICA,,,,2000,3279199,40357995,37078796
NORTHERN AMERICA,,,,2005,3590846,45658615,42067769
NORTHERN AMERICA,,,,2010,4046448,51007867,46961419
NORTHERN AMERICA,,,,2015,4294317,56019067,51724750
NORTHERN AMERICA,,,,2020,4411379,58830556,54419177
NORTHERN AMERICA,,,,2024,4554127,61207877,56653750
Namibia,NAM,Africa,Sub-Saharan Africa,1990,45857,120641,74784
Namibia,NAM,Africa,Sub-Saharan Africa,1995,36999,115372,78373
Namibia,NAM,Africa,Sub-Saharan Africa,2000,44921,135547,90626
Namibia,NAM,Africa,Sub-Saharan Africa,2005,47680,107347,59667
Namibia,NAM,Africa,Sub-Saharan Africa,2010,45530,103826,58296
Namibia,NAM,Africa,Sub-Saharan Africa,2015,43728,101618,57890
Namibia,NAM,Africa,Sub-Saharan Africa,2020,42223,109391,67168
Namibia,NAM,Africa,Sub-Saharan Africa,2024,40371,116035,75664
Nauru,NRU,Oceania,Micronesia,1990,1370,2815,1445
Nauru,NRU,Oceania,Micronesia,1995,1482,2605,1123
Nauru,NRU,Oceania,Micronesia,2000,1565,2394,829
Nauru,NRU,Oceania,Micronesia,2005,1836,2253,417
Nauru,NRU,Oceania,Micronesia,2010,2092,906,-1186
Nauru,NRU,Oceania,Micronesia,2015,2196,1833,-363
Nauru,NRU,Oceania,Micronesia,2020,2345,2201,-144
Nauru,NRU,Oceania,Micronesia,2024,2484,2548,64
Nepal,NPL,Asia,Southern Asia,1990,523915,429974,-93941
Nepal,NPL,Asia,Southern Asia,1995,602711,690225,87514
Nepal,NPL,Asia,Southern Asia,2000,707896,717900,10004
Nepal,NPL,Asia,Southern Asia,2005,1056250,680729,-375521
Nepal,NPL,Asia,Southern Asia,2010,1402556,581889,-820667
Nepal,NPL,Asia,Southern Asia,2015,2112726,509471,-1603255
Nepal,NPL,Asia,Southern Asia,2020,2357848,487564,-1870284
Nepal,NPL,Asia,Southern Asia,2024,2637195,470719,-2166476
Netherlands,NLD,Europe,Western Europe,1990,482951,1194306,711355
Netherlands,NLD,Europe,Western Europe,1995,500299,1397371,897072
Netherlands,NLD,Europe,Western Europe,2000,515256,1584638,1069382
Netherlands,NLD,Europe,Western Europe,2005,560613,1735632,1175019
Netherlands,NLD,Europe,Western Europe,2010,597525,1850649,1253124
Netherlands,NLD,Europe,Western Europe,2015,594329,2024059,1429730
Netherlands,NLD,Europe,Western Europe,2020,599736,2425521,1825785
Netherlands,NLD,Europe,Western Europe,2024,631391,2956518,2325127
New Caledonia,NCL,Oceania,Melanesia,1990,3957,37673,33716
New Caledonia,NCL,Oceania,Melanesia,1995,4324,43662,39338
New Caledonia,NCL,Oceania,Melanesia,2000,4675,49651,44976
New Caledonia,NCL,Oceania,Melanesia,2005,4971,55405,50434
New Caledonia,NCL,Oceania,Melanesia,2010,5055,61158,56103
New Caledonia,NCL,Oceania,Melanesia,2015,5112,68881,63769
New Caledonia,NCL,Oceania,Melanesia,2020,5097,73141,68044
New Caledonia,NCL,Oceania,Melanesia,2024,5082,76738,71656
New Zealand,NZL,Oceania,Australia and New Zealand,1990,329134,526369,197235
New Zealand,NZL,Oceania,Australia and New Zealand,1995,381056,594911,213855
New Zealand,NZL,Oceania,Australia and New Zealand,2000,454340,685966,231626
New Zealand,NZL,Oceania,Australia and New Zealand,2005,518239,855017,336778
New Zealand,NZL,Oceania,Australia and New Zealand,2010,620805,956982,336177
New Zealand,NZL,Oceania,Australia and New Zealand,2015,675441,1132201,456760
New Zealand,NZL,Oceania,Australia and New Zealand,2020,679479,1343900,664421
New Zealand,NZL,Oceania,Australia and New Zealand,2024,679772,1467989,788217
Nicaragua,NIC,Americas,Latin America and the Caribbean,1990,445757,41421,-404336
Nicaragua,NIC,Americas,Latin America and the Caribbean,1995,487148,26619,-460529
Nicaragua,NIC,Americas,Latin America and the Caribbean,2000,494067,30389,-463678
Nicaragua,NIC,Americas,Latin America and the Caribbean,2005,545324,34919,-510405
Nicaragua,NIC,Americas,Latin America and the Caribbean,2010,609093,37345,-571748
Nicaragua,NIC,Americas,Latin America and the Caribbean,2015,633892,40261,-593631
Nicaragua,NIC,Americas,Latin America and the Caribbean,2020,749552,42167,-707385
Nicaragua,NIC,Americas,Latin America and the Caribbean,2024,905251,43757,-861494
Niger,NER,Africa,Sub-Saharan Africa,1990,162733,115464,-47269
Niger,NER,Africa,Sub-Saharan Africa,1995,189413,145999,-43414
Niger,NER,Africa,Sub-Saharan Africa,2000,219232,122260,-96972
Niger,NER,Africa,Sub-Saharan Africa,2005,317174,124509,-192665
Niger,NER,Africa,Sub-Saharan Africa,2010,350773,126482,-224291
Niger,NER,Africa,Sub-Saharan Africa,2015,390945,252998,-137947
Niger,NER,Africa,Sub-Saharan Africa,2020,416964,348056,-68908
Niger,NER,Africa,Sub-Saharan Africa,2024,439378,449236,9858
Nigeria,NGA,Africa,Sub-Saharan Africa,1990,394107,456621,62514
Nigeria,NGA,Africa,Sub-Saharan Africa,1995,467021,462999,-4022
Nigeria,NGA,Africa,Sub-Saharan Africa,2000,542140,487882,-54258
Nigeria,NGA,Africa,Sub-Saharan Africa,2005,763991,969714,205723
Nigeria,NGA,Africa,Sub-Saharan Africa,2010,978678,990494,11816
Nigeria,NGA,Africa,Sub-Saharan Africa,2015,1359519,1199115,-160404
Nigeria,NGA,Africa,Sub-Saharan Africa,2020,1768444,1308568,-459876
Nigeria,NGA,Africa,Sub-Saharan Africa,2024,2094265,1403281,-690984
Niue,NIU,Oceania,Polynesia,1990,5640,461,-5179
Niue,NIU,Oceania,Polynesia,1995,5673,480,-5193
Niue,NIU,Oceania,Polynesia,2000,5870,498,-5372
Niue,NIU,Oceania,Polynesia,2005,5554,522,-5032
Niue,NIU,Oceania,Polynesia,2010,5231,589,-4642
Niue,NIU,Oceania,Polynesia,2015,5059,588,-4471
Niue,NIU,Oceania,Polynesia,2020,4968,588,-4380
Niue,NIU,Oceania,Polynesia,2024,4955,588,-4367
No income group available,,,,1990,422894,1051779,628885
No income group available,,,,1995,455265,1048488,593223
No income group available,,,,2000,547447,1044410,496963
No income group available,,,,2005,625608,1112254,486646
No income group available,,,,2010,763515,1388695,625180
No income group available,,,,2015,991458,1451570,460112
No income group available,,,,2020,5718277,1374532,-4343745
No income group available,,,,2024,8580070,1319088,-7260982
North Macedonia,MKD,Europe,Southern Europe,1990,398374,95142,-303232
North Macedonia,MKD,Europe,Southern Europe,1995,411470,109343,-302127
North Macedonia,MKD,Europe,Southern Europe,2000,424184,125665,-298519
North Macedonia,MKD,Europe,Southern Europe,2005,428969,127667,-301302
North Macedonia,MKD,Europe,Southern Europe,2010,430535,129701,-300834
North Macedonia,MKD,Europe,Southern Europe,2015,437223,130730,-306493
North Macedonia,MKD,Europe,Southern Europe,2020,485263,131311,-353952
North Macedonia,MKD,Europe,Southern Europe,2024,534616,150902,-383714
Northern Africa,,,,1990,5553208,2374205,-3179003
Northern Africa,,,,1995,6056357,2075487,-3980870
Northern Africa,,,,2000,6577634,1895038,-4682596
Northern Africa,,,,2005,8075940,1753656,-6322284
Northern Africa,,,,2010,9585925,1965200,-7620725
Northern Africa,,,,2015,11895930,2284569,-9611361
Northern Africa,,,,2020,12871776,3226461,-9645315
Northern Africa,,,,2024,15089063,4874040,-10215023
Northern Africa and Western Asia,,,,1990,14986109,16863681,1877572
Northern Africa and Western Asia,,,,1995,17216219,18573252,1357033
Northern Africa and Western Asia,,,,2000,18728264,20033534,1305270
Northern Africa and Western Asia,,,,2005,21198002,23016410,1818408
Northern Africa and Western Asia,,,,2010,25429492,32028416,6598924
Northern Africa and Western Asia,,,,2015,32508087,44083778,11575691
Northern Africa and Western Asia,,,,2020,37196853,48992329,11795476
Northern Africa and Western Asia,,,,2024,40529326,54085710,13556384
Northern Europe,,,,1990,6038511,6656282,617771
Northern Europe,,,,1995,6071127,7237021,1165894
Northern Europe,,,,2000,5970733,7963939,1993206
Northern Europe,,,,2005,6208956,9668148,3459192
Northern Europe,,,,2010,6607639,11953254,5345615
Northern Europe,,,,2015,6717848,13955273,7237425
Northern Europe,,,,2020,6830070,16246850,9416780
Northern Europe,,,,2024,6951612,18543047,11591435
Northern Mariana Islands,MNP,Oceania,Micronesia,1990,2229,26593,24364
Northern Mariana Islands,MNP,Oceania,Micronesia,1995,2359,32376,30017
Northern Mariana Islands,MNP,Oceania,Micronesia,2000,2480,40122,37642
Northern Mariana Islands,MNP,Oceania,Micronesia,2005,2549,37542,34993
Northern Mariana Islands,MNP,Oceania,Micronesia,2010,2542,24168,21626
Northern Mariana Islands,MNP,Oceania,Micronesia,2015,2532,21648,19116
Northern Mariana Islands,MNP,Oceania,Micronesia,2020,2664,21843,19179
Northern Mariana Islands,MNP,Oceania,Micronesia,2024,2779,22000,19221
Norway,NOR,Europe,Northern Europe,1990,88450,192587,104137
Norway,NOR,Europe,Northern Europe,1995,84525,233302,148777
Norway,NOR,Europe,Northern Europe,2000,87049,292440,205391
Norway,NOR,Europe,Northern Europe,2005,94553,361144,266591
Norway,NOR,Europe,Northern Europe,2010,98853,524601,425748
Norway,NOR,Europe,Northern Europe,2015,101769,746375,644606
Norway,NOR,Europe,Northern Europe,2020,110143,852238,742095
Norway,NOR,Europe,Northern Europe,2024,120891,1012404,891513
OCEANIA,,,,1990,819761,4776548,3956787
OCEANIA,,,,1995,929288,5091137,4161849
OCEANIA,,,,2000,1071329,5372431,4301102
OCEANIA,,,,2005,1195774,6041977,4846203
OCEANIA,,,,2010,1353618,7134959,5781341
OCEANIA,,,,2015,1492055,8168067,6676012
OCEANIA,,,,2020,1549157,9261819,7712662
OCEANIA,,,,2024,1602503,9901164,8298661
Oceania (excluding Australia and New Zealand),,,,1990,239718,258678,18960
Oceania (excluding Australia and New Zealand),,,,1995,267447,280580,13133
Oceania (excluding Australia and New Zealand),,,,2000,305460,296618,-8842
Oceania (excluding Australia and New Zealand),,,,2005,340209,306039,-34170
Oceania (excluding Australia and New Zealand),,,,2010,370635,298175,-72460
